Ticker,Year,Close,Volume,ESG_Score,Prev_Close,Returns,Monthly_Returns
AAF.L,2020,58.514166514078774,536152064,44.94,68.16666603088379,-0.14160146122493106,-0.14160146122493106
AAF.L,2021,93.3583329518636,507159431,52.87,58.514166514078774,0.5954825730859751,0.5954825730859751
AAF.L,2022,136.58333524068198,1128046047,52.11,93.3583329518636,0.4630010082882004,0.4630010082882004
AAL.L,2003,1129.9332021077473,753080565,69.68,1096.2521362304688,0.03072383146553585,0.03072383146553585
AAL.L,2004,1343.595947265625,347468839,75.73,1129.9332021077473,0.1890932532642787,0.1890932532642787
AAL.L,2005,1600.9210408528645,306116958,55.34,1343.595947265625,0.19151970062943863,0.19151970062943863
AAL.L,2006,2476.5372517903647,637290456,38.29,1600.9210408528645,0.5469452824925269,0.5469452824925269
AAL.L,2007,3020.9461263020835,1444461763,72.94,2476.5372517903647,0.21982664469034288,0.21982664469034288
AAL.L,2008,2616.7178649902344,2060884608,83.53,3020.9461263020835,-0.1338084972096678,-0.1338084972096678
AAL.L,2009,1820.7780863444011,1823748935,77.48,2616.7178649902344,-0.3041748555680854,-0.3041748555680854
AAL.L,2010,2642.515096028646,1221026762,87.22,1820.7780863444011,0.451310907049665,0.451310907049665
AAL.L,2011,2789.5841674804688,1045967271,84.3,2642.515096028646,0.05565495980433501,0.05565495980433501
AAL.L,2012,2076.5936482747397,915517185,89.01,2789.5841674804688,-0.25559025159283744,-0.25559025159283744
AAL.L,2013,1527.6353454589844,920337308,85.05,2076.5936482747397,-0.2643551872904152,-0.2643551872904152
AAL.L,2014,1436.2252298990886,1355632281,88.89,1527.6353454589844,-0.05983765420957265,-0.05983765420957265
AAL.L,2015,808.11669921875,2267369864,81.43,1436.2252298990886,-0.4373328901376217,-0.4373328901376217
AAL.L,2016,784.2107289632162,2599100786,79.81,808.11669921875,-0.02958232428391222,-0.02958232428391222
AAL.L,2017,1271.8612416585286,1615818477,75.27,784.2107289632162,0.6218360635540169,0.6218360635540169
AAL.L,2018,1687.0389709472656,1549308739,81.43,1271.8612416585286,0.3264331954540405,0.3264331954540405
AAL.L,2019,1989.637919108073,1209473564,80.54,1687.0389709472656,0.17936689867389327,0.17936689867389327
AAL.L,2020,1842.0379536946614,1085499321,82.38,1989.637919108073,-0.07418433474547903,-0.07418433474547903
AAL.L,2021,2874.449991861979,913807697,82.1,1842.0379536946614,0.5604727286408843,0.5604727286408843
AAL.L,2022,3262.875,974443878,78.0,2874.449991861979,0.13513020203437645,0.13513020203437645
ABF.L,2003,536.875,416384589,0.0,566.9583333333334,-0.05306092452414205,-0.05306092452414205
ABF.L,2004,650.6666666666666,434346942,46.93,536.875,0.21195188203337206,0.21195188203337206
ABF.L,2005,801.0,385220456,39.27,650.6666666666666,0.23104508196721318,0.23104508196721318
ABF.L,2006,817.75,592637919,27.24,801.0,0.020911360799001247,0.020911360799001247
ABF.L,2007,870.125,695587352,34.61,817.75,0.0640476918373586,0.0640476918373586
ABF.L,2008,785.5833333333334,560040571,36.87,870.125,-0.09716036967868596,-0.09716036967868596
ABF.L,2009,755.375,349189255,38.92,785.5833333333334,-0.03845337859340198,-0.03845337859340198
ABF.L,2010,1014.3333333333334,386286644,64.9,755.375,0.34282089469910093,0.34282089469910093
ABF.L,2011,1063.4583333333333,300909703,61.55,1014.3333333333334,0.04843082484390393,0.04843082484390393
ABF.L,2012,1296.25,233048086,61.92,1063.4583333333333,0.21890059945931128,0.21890059945931128
ABF.L,2013,1971.1666666666667,225637173,65.36,1296.25,0.5206685953069753,0.5206685953069753
ABF.L,2014,2913.5,197734197,61.71,1971.1666666666667,0.4780586792931428,0.4780586792931428
ABF.L,2015,3159.25,192039460,70.16,2913.5,0.08434872146902352,0.08434872146902352
ABF.L,2016,2893.4166666666665,231665888,75.31,3159.25,-0.08414444356519221,-0.08414444356519221
ABF.L,2017,2911.0,244195857,75.53,2893.4166666666665,0.006077013910889716,0.006077013910889716
ABF.L,2018,2486.1666666666665,374926720,75.57,2911.0,-0.14594068475896033,-0.14594068475896033
ABF.L,2019,2412.25,268218800,75.4,2486.1666666666665,-0.02973117919152639,-0.02973117919152639
ABF.L,2020,2006.125,351575819,76.44,2412.25,-0.16835941548346978,-0.16835941548346978
ABF.L,2021,2109.25,294012487,75.31,2006.125,0.05140507196710076,0.05140507196710076
ABF.L,2022,1616.875,330953891,69.26,2109.25,-0.23343605546995377,-0.23343605546995377
ADM.L,2005,387.4375,256953030,23.05,308.5833333333333,0.25553605184985156,0.25553605184985156
ADM.L,2006,727.3333333333334,288048759,44.2,387.4375,0.877292036349949,0.877292036349949
ADM.L,2007,989.4166666666666,429868549,44.66,727.3333333333334,0.36033455545371207,0.36033455545371207
ADM.L,2008,921.5,313040163,48.79,989.4166666666666,-0.06864313989724581,-0.06864313989724581
ADM.L,2009,975.5416666666666,163928510,52.06,921.5,0.05864532465183574,0.05864532465183574
ADM.L,2010,1418.0,139375292,41.15,975.5416666666666,0.4535514457779867,0.4535514457779867
ADM.L,2011,1424.375,185454895,47.3,1418.0,0.004495768688293371,0.004495768688293371
ADM.L,2012,1113.75,161444592,44.44,1424.375,-0.2180781044317683,-0.2180781044317683
ADM.L,2013,1290.0833333333333,112987292,41.5,1113.75,0.1583239805462027,0.1583239805462027
ADM.L,2014,1390.4166666666667,194778781,39.18,1290.0833333333333,0.07777275369808165,0.07777275369808165
ADM.L,2015,1526.0833333333333,200953417,54.43,1390.4166666666667,0.09757267006293066,0.09757267006293066
ADM.L,2016,1937.6666666666667,166674080,57.02,1526.0833333333333,0.26969912084311704,0.26969912084311704
ADM.L,2017,1942.4166666666667,183406625,61.08,1937.6666666666667,0.002451402029932909,0.002451402029932909
ADM.L,2018,1970.5,205963651,59.33,1942.4166666666667,0.014457934703333437,0.014457934703333437
ADM.L,2019,2150.0,185645280,56.63,1970.5,0.09109363105810708,0.09109363105810708
ADM.L,2020,2477.0,186137721,57.62,2150.0,0.15209302325581395,0.15209302325581395
ADM.L,2021,3115.5,147586215,60.15,2477.0,0.2577714977795721,0.2577714977795721
ADM.L,2022,2317.4583333333335,219134177,56.1,3115.5,-0.2561520355213181,-0.2561520355213181
AHT.L,2003,14.917383392651876,921622390,0.0,35.318716843922935,-0.5776351825415023,-0.5776351825415023
AHT.L,2004,41.54009993871053,495097313,15.02,14.917383392651876,1.7846773690332773,1.7846773690332773
AHT.L,2005,108.88442611694336,347366403,16.24,41.54009993871053,1.621188352401525,1.621188352401525
AHT.L,2006,165.80970001220703,1121131253,23.46,108.88442611694336,0.5228045545661888,0.5228045545661888
AHT.L,2007,133.91666666666666,1533950720,15.08,165.80970001220703,-0.19234721094840884,-0.19234721094840884
AHT.L,2008,62.583333333333336,1070300071,18.38,133.91666666666666,-0.5326695706285002,-0.5326695706285002
AHT.L,2009,62.03749974568685,570423413,25.07,62.583333333333336,-0.008721708457733438,-0.008721708457733438
AHT.L,2010,107.82499821980794,617192106,25.7,62.03749974568685,0.7380616346857927,0.7380616346857927
AHT.L,2011,172.29999923706055,466032712,25.93,107.82499821980794,0.5979596761579937,0.5979596761579937
AHT.L,2012,293.47499720255536,356961375,26.85,172.29999923706055,0.7032791555545805,0.7032791555545805
AHT.L,2013,624.7083333333334,339912967,29.41,293.47499720255536,1.1286594745315288,1.1286594745315288
AHT.L,2014,951.0416666666666,530508158,30.8,624.7083333333334,0.5223771093176814,0.5223771093176814
AHT.L,2015,1064.8333333333333,595158629,41.09,951.0416666666666,0.1196495071193866,0.1196495071193866
AHT.L,2016,1149.2916666666667,623256686,38.71,1064.8333333333333,0.07931601189544545,0.07931601189544545
AHT.L,2017,1718.5833333333333,459753094,29.85,1149.2916666666667,0.4953413334300111,0.4953413334300111
AHT.L,2018,2105.625,596364496,31.53,1718.5833333333333,0.22520971730592063,0.22520971730592063
AHT.L,2019,2162.0833333333335,421170852,44.74,2105.625,0.026813099831799813,0.026813099831799813
AHT.L,2020,2596.2916666666665,410083343,43.87,2162.0833333333335,0.20082867604548066,0.20082867604548066
AHT.L,2021,5157.916666666667,249480299,45.95,2596.2916666666665,0.9866476224101686,0.9866476224101686
AHT.L,2022,4491.5,296889094,48.16,5157.916666666667,-0.12920268196138626,-0.12920268196138626
ANTO.L,2003,152.05000114440918,264283495,0.0,113.54999987284343,0.3390576954176941,0.3390576954176941
ANTO.L,2004,210.4916674296061,680882770,26.67,152.05000114440918,0.38435821009755916,0.38435821009755916
ANTO.L,2005,278.5333302815755,1182540010,22.52,210.4916674296061,0.32325109911880145,0.32325109911880145
ANTO.L,2006,449.09166463216144,1452344090,23.33,278.5333302815755,0.6123444335303239,0.6123444335303239
ANTO.L,2007,639.6458333333334,1753404939,39.18,449.09166463216144,0.42431018811549215,0.42431018811549215
ANTO.L,2008,595.9166666666666,1360212656,57.31,639.6458333333334,-0.0683646549197148,-0.0683646549197148
ANTO.L,2009,676.6875,948445816,60.39,595.9166666666666,0.13554048384841288,0.13554048384841288
